1.0,429.606311,0.44,1.0,0.0,7.0,9.606311
2.0,104.556496,0.54,1.0,0.0,1.0,44.556496
3.0,56.844948,0.48,1.0,0.0,0.0,56.844948
4.0,51.320044,0.38,1.0,0.0,0.0,51.320044
5.0,53.728787,0.44,1.0,0.0,0.0,53.728787
6.0,47.563258,0.54,1.0,0.0,0.0,47.563258
7.0,47.05622,0.48,1.0,0.0,0.0,47.05622
8.0,46.953004,0.38,1.0,0.0,0.0,46.953004
9.0,48.258781,0.44,1.0,0.0,0.0,48.258781
10.0,46.445544,0.54,1.0,0.0,0.0,46.445544
11.0,118.291889,0.48,1.0,0.0,1.0,58.291889
12.0,54.621543,0.38,1.0,0.0,0.0,54.621543
13.0,48.600419,0.44,1.0,0.0,0.0,48.600419
14.0,50.590319,0.54,1.0,0.0,0.0,50.590319
15.0,47.527559,0.48,1.0,0.0,0.0,47.527559
16.0,47.226251,0.38,1.0,0.0,0.0,47.226251
17.0,48.660378,0.44,1.0,0.0,0.0,48.660378
18.0,46.533833,0.54,1.0,0.0,0.0,46.533833
19.0,49.417612,0.48,1.0,0.0,0.0,49.417612
20.0,50.258627,0.38,1.0,0.0,0.0,50.258627
21.0,945.373877,0.44,1.0,0.0,15.0,45.373877
22.0,68.041653,0.530612244898,0.962962962963,0.0,1.0,8.041653
23.0,50.545072,0.48,1.0,0.0,0.0,50.545072
24.0,50.068874,0.38,1.0,0.0,0.0,50.068874
25.0,49.040107,0.44,1.0,0.0,0.0,49.040107
26.0,52.425979,0.54,1.0,0.0,0.0,52.425979
27.0,56.320686,0.48,1.0,0.0,0.0,56.320686
28.0,52.908995,0.38,1.0,0.0,0.0,52.908995
29.0,50.45739,0.44,1.0,0.0,0.0,50.45739
30.0,51.812794,0.5625,1.0,0.0,0.0,51.812794
31.0,123.840799,0.48,1.0,0.0,2.0,3.840799
32.0,77.820081,0.38,1.0,0.0,1.0,17.820081
33.0,49.172414,0.44,1.0,0.0,0.0,49.172414
34.0,49.183087,0.54,1.0,0.0,0.0,49.183087
35.0,50.339068,0.48,1.0,0.0,0.0,50.339068
36.0,49.522382,0.38,1.0,0.0,0.0,49.522382
37.0,49.316735,0.44,1.0,0.0,0.0,49.316735
38.0,48.733737,0.54,1.0,0.0,0.0,48.733737
39.0,50.512011,0.48,1.0,0.0,0.0,50.512011
40.0,49.431012,0.38,1.0,0.0,0.0,49.431012
41.0,93.316897,0.44,1.0,0.0,1.0,33.316897
42.0,49.41606,0.54,1.0,0.0,0.0,49.41606
43.0,52.025062,0.48,1.0,0.0,0.0,52.025062
44.0,59.205519,0.38,1.0,0.0,0.0,59.205519
45.0,50.458239,0.44,1.0,0.0,0.0,50.458239
46.0,49.200195,0.54,1.0,0.0,0.0,49.200195
