1.0,137.177072,0.558139534884,0.888888888889,0.0,2.0,17.177072
2.0,86.62865,0.560975609756,0.884615384615,0.0,1.0,26.62865
3.0,48.237766,0.511627906977,0.95652173913,0.0,0.0,48.237766
4.0,46.623756,0.434782608696,0.833333333333,0.0,0.0,46.623756
5.0,47.137792,0.512195121951,0.777777777778,0.0,0.0,47.137792
6.0,47.323823,0.421052631579,0.615384615385,0.0,0.0,47.323823
7.0,49.172462,0.4,0.695652173913,0.0,0.0,49.172462
8.0,48.704484,0.459459459459,0.708333333333,0.0,0.0,48.704484
9.0,46.942402,0.575,0.851851851852,0.0,0.0,46.942402
10.0,47.353693,0.552631578947,0.807692307692,0.0,0.0,47.353693
11.0,121.347701,0.459459459459,0.739130434783,0.0,2.0,1.347701
12.0,50.194055,0.5,0.833333333333,0.0,0.0,50.194055
13.0,49.276368,0.538461538462,0.777777777778,0.0,0.0,49.276368
14.0,46.500609,0.444444444444,0.615384615385,0.0,0.0,46.500609
15.0,47.34662,0.5,0.826086956522,0.0,0.0,47.34662
16.0,48.61902,0.46875,0.625,0.0,0.0,48.61902
17.0,70.475173,0.571428571429,0.740740740741,0.0,1.0,10.475173
18.0,51.866571,0.512195121951,0.807692307692,0.0,0.0,51.866571
19.0,127.844471,0.47619047619,0.869565217391,0.0,2.0,7.844471
20.0,51.472955,0.6,0.75,0.0,0.0,51.472955
21.0,77.851189,0.56,0.518518518519,0.0,1.0,17.851189
22.0,46.94342,0.558823529412,0.730769230769,0.0,0.0,46.94342
23.0,47.395498,0.483870967742,0.652173913043,0.0,0.0,47.395498
24.0,46.405784,0.481481481481,0.541666666667,0.0,0.0,46.405784
25.0,46.684191,0.666666666667,0.37037037037,0.0,0.0,46.684191
26.0,46.43543,0.5,0.192307692308,0.0,0.0,46.43543
27.0,53.074599,0.388888888889,0.304347826087,0.0,0.0,53.074599
28.0,46.885294,0.344827586207,0.416666666667,0.0,0.0,46.885294
29.0,46.809445,0.466666666667,0.518518518519,0.0,0.0,46.809445
30.0,47.621826,0.538461538462,0.538461538462,0.0,0.0,47.621826
31.0,81.872283,0.421052631579,0.347826086957,0.0,1.0,21.872283
32.0,49.449704,0.588235294118,0.416666666667,0.0,0.0,49.449704
33.0,47.291393,0.55,0.407407407407,0.0,0.0,47.291393
34.0,48.537338,0.565217391304,0.5,0.0,0.0,48.537338
35.0,47.412519,0.461538461538,0.521739130435,0.0,0.0,47.412519
36.0,46.787514,0.5,0.458333333333,0.0,0.0,46.787514
37.0,47.080346,0.575757575758,0.703703703704,0.0,0.0,47.080346
38.0,47.424863,0.535714285714,0.576923076923,0.0,0.0,47.424863
39.0,47.206032,0.5,0.608695652174,0.0,0.0,47.206032
40.0,46.9599,0.56,0.583333333333,0.0,0.0,46.9599
41.0,75.184811,0.58064516129,0.666666666667,0.0,1.0,15.184811
42.0,47.146898,0.4,0.461538461538,0.0,0.0,47.146898
43.0,47.099012,0.464285714286,0.565217391304,0.0,0.0,47.099012
44.0,47.036111,0.636363636364,0.583333333333,0.0,0.0,47.036111
45.0,47.28298,0.565217391304,0.481481481481,0.0,0.0,47.28298
46.0,47.41725,0.5,0.615384615385,0.0,0.0,47.41725
47.0,47.908651,0.5,0.391304347826,0.0,0.0,47.908651
48.0,47.168211,0.521739130435,0.5,0.0,0.0,47.168211
49.0,47.941994,0.545454545455,0.444444444444,0.0,0.0,47.941994
50.0,47.403256,0.5,0.307692307692,0.0,0.0,47.403256
51.0,73.679287,0.470588235294,0.347826086957,0.0,1.0,13.679287
52.0,47.776219,0.424242424242,0.583333333333,0.0,0.0,47.776219
53.0,47.640886,0.518518518519,0.518518518519,0.0,0.0,47.640886
54.0,47.518288,0.513513513514,0.730769230769,0.0,0.0,47.518288
55.0,48.070338,0.346153846154,0.391304347826,0.0,0.0,48.070338
56.0,47.562729,0.44,0.458333333333,0.0,0.0,47.562729
57.0,47.831987,0.516129032258,0.592592592593,0.0,0.0,47.831987
58.0,47.677689,0.514285714286,0.692307692308,0.0,0.0,47.677689
59.0,47.46521,0.4,0.521739130435,0.0,0.0,47.46521
60.0,47.350657,0.481481481481,0.541666666667,0.0,0.0,47.350657
61.0,71.339812,0.545454545455,0.444444444444,0.0,1.0,11.339812
62.0,47.562095,0.44,0.423076923077,0.0,0.0,47.562095
63.0,47.464104,0.466666666667,0.608695652174,0.0,0.0,47.464104
